,index,timePeriod,sentiment
31075,7949,1880-01-01,0.0
31086,9750,1880-01-01,0.311
31130,620,1880-01-01,0.101
31141,8674,1880-01-01,0.459
31183,4272,1880-01-01,0.118
31200,5878,1880-01-01,0.0
31247,4139,1880-01-01,0.0
31295,5021,1890-01-01,0.185
31342,2701,1890-01-01,0.307
31348,9235,1890-01-01,0.0
31362,2236,1890-01-01,0.199
31415,143,1890-01-01,0.165
31584,3948,1890-01-01,0.067
31664,8675,1890-01-01,0.437
31692,618,1890-01-01,0.248
31695,8691,1890-01-01,0.294
31702,5735,1890-01-01,0.194
31727,3748,1890-01-01,0.224
31757,7311,1890-01-01,0.238
31761,8987,1890-01-01,0.166
31831,8394,1890-01-01,0.0
31872,2489,1890-01-01,0.416
31951,4984,1890-01-01,0.28
32030,8613,1890-01-01,0.156
32056,465,1890-01-01,0.281
32119,747,1890-01-01,0.204
32120,2987,1890-01-01,0.031
32135,3777,1890-01-01,0.144
32163,8121,1890-01-01,0.215
32289,976,1890-01-01,0.257
32302,6080,1890-01-01,0.0
32350,829,1890-01-01,0.114
32377,6732,1890-01-01,0.25
32459,2845,1890-01-01,0.063
32491,2643,1890-01-01,0.223
32538,2714,1890-01-01,0.22
32584,6450,1890-01-01,0.204
32587,5204,1890-01-01,0.163
32661,7847,1890-01-01,0.285
32685,1343,1890-01-01,0.362
32693,7138,1890-01-01,0.352
32733,1659,1890-01-01,0.109
32767,6220,1890-01-01,0.287
32779,2618,1890-01-01,0.236
32868,3453,1890-01-01,0.084
32931,401,1890-01-01,0.0
32965,5473,1890-01-01,0.169
33009,9194,1890-01-01,0.091
33054,8855,1890-01-01,0.165
33058,6527,1890-01-01,0.193
33065,737,1890-01-01,0.038
33116,881,1890-01-01,0.158
33117,7106,1890-01-01,0.0
33122,2100,1890-01-01,0.0
33191,2300,1890-01-01,0.654
33193,6846,1890-01-01,0.13
33202,1631,1890-01-01,0.334
33214,7862,1890-01-01,0.227
33221,2685,1890-01-01,0.128
33246,8196,1890-01-01,0.212
33254,3930,1890-01-01,0.0
33272,5071,1890-01-01,0.3
33355,2313,1890-01-01,0.0
33364,960,1890-01-01,0.091
33463,8978,1890-01-01,0.301
33530,6675,1890-01-01,0.122
33552,1581,1890-01-01,0.275
33557,9240,1890-01-01,0.0
33570,3213,1890-01-01,0.0
33579,1713,1890-01-01,0.0
33603,912,1890-01-01,0.109
33622,4967,1890-01-01,0.0
33667,5063,1890-01-01,0.253
33713,9414,1890-01-01,0.267
33724,5975,1890-01-01,0.326
33726,9239,1890-01-01,0.0
33809,6924,1890-01-01,0.135
33850,9427,1890-01-01,0.185
34033,9569,1890-01-01,0.248
34068,8936,1890-01-01,0.42
34079,4837,1890-01-01,0.045
34133,8383,1890-01-01,0.164
34255,5849,1890-01-01,0.0
34284,8415,1890-01-01,0.0
34345,7649,1890-01-01,0.291
34359,9860,1890-01-01,0.422
34369,8466,1890-01-01,0.13
34424,2911,1890-01-01,0.204
34438,1035,1890-01-01,0.212
34501,6578,1890-01-01,0.197
34563,5563,1900-01-01,0.0
34589,670,1900-01-01,0.316
34623,445,1900-01-01,0.492
34624,6793,1900-01-01,0.087
34652,4570,1900-01-01,0.102
34735,8210,1900-01-01,0.213
34828,5967,1900-01-01,0.0
34951,9171,1900-01-01,0.154
34984,5645,1900-01-01,0.0
35075,2560,1900-01-01,0.309
35164,1424,1900-01-01,0.172
35192,5326,1900-01-01,0.064
35272,7810,1900-01-01,0.567
35277,9979,1900-01-01,0.152
35280,4331,1900-01-01,0.173
35301,4140,1900-01-01,0.203
35366,6569,1900-01-01,0.257
35439,4461,1900-01-01,0.204
35449,3077,1900-01-01,0.0
35528,8932,1900-01-01,0.285
35552,5630,1900-01-01,0.325
35563,2261,1900-01-01,0.168
35580,8835,1900-01-01,0.32
35609,6789,1900-01-01,0.051
35659,4333,1900-01-01,0.147
35681,2191,1900-01-01,0.298
35742,1901,1900-01-01,0.24
35748,8193,1900-01-01,0.072
35812,9293,1900-01-01,0.394
35888,2999,1900-01-01,0.115
35936,4134,1900-01-01,0.0
35992,9643,1900-01-01,0.029
35995,6516,1900-01-01,0.252
36042,5742,1900-01-01,0.548
36103,9388,1900-01-01,0.144
36203,8581,1900-01-01,0.142
36221,7589,1900-01-01,0.153
36226,2310,1900-01-01,0.062
36249,5679,1900-01-01,0.237
36331,4152,1900-01-01,0.2
36345,6419,1900-01-01,0.18
36395,3857,1900-01-01,0.116
36411,5265,1900-01-01,0.241
36536,4101,1900-01-01,0.193
36604,9682,1900-01-01,0.0
36609,1473,1900-01-01,0.0
36699,9597,1900-01-01,0.0
36714,1476,1900-01-01,0.36
36810,4058,1900-01-01,0.26
36846,2344,1900-01-01,0.202
36857,9840,1900-01-01,0.0
36908,5647,1900-01-01,0.509
36939,1389,1900-01-01,0.178
37017,8236,1900-01-01,0.11
37026,1151,1900-01-01,0.172
37106,170,1900-01-01,0.215
37118,3669,1900-01-01,0.391
37137,2471,1900-01-01,0.0
37203,6063,1900-01-01,0.406
37214,3375,1900-01-01,0.211
37267,2101,1900-01-01,0.0
37275,965,1900-01-01,0.211
37292,88,1900-01-01,0.194
37305,3284,1900-01-01,0.425
37337,3066,1900-01-01,0.0
37399,3287,1900-01-01,0.0
37462,7552,1900-01-01,0.29
37526,4237,1900-01-01,0.609
37553,8296,1900-01-01,0.31
37607,2142,1900-01-01,0.239
37692,8216,1900-01-01,0.0
37747,3615,1900-01-01,0.0
37836,395,1900-01-01,0.694
37883,5704,1900-01-01,0.0
37904,4579,1900-01-01,0.214
37913,4712,1900-01-01,0.207
37969,2497,1900-01-01,0.106
37981,4242,1900-01-01,0.333
38046,5017,1910-01-01,0.731
38086,474,1910-01-01,0.27
38180,8402,1910-01-01,0.122
38282,1678,1910-01-01,0.238
38311,433,1910-01-01,0.2
38340,2851,1910-01-01,0.259
38426,8972,1910-01-01,0.253
38664,1416,1910-01-01,0.0
38698,5478,1910-01-01,0.212
38838,7637,1910-01-01,0.213
38922,6411,1910-01-01,0.311
38973,5185,1910-01-01,0.198
39023,5191,1910-01-01,0.39
39180,7406,1910-01-01,0.372
39401,349,1910-01-01,0.0
39591,1975,1910-01-01,0.171
39607,1777,1910-01-01,0.424
39689,6725,1910-01-01,0.0
39702,4278,1910-01-01,0.197
39758,4928,1910-01-01,0.286
39829,8910,1910-01-01,0.193
39868,8533,1910-01-01,0.359
39872,1371,1910-01-01,0.162
39928,3923,1910-01-01,0.224
40184,5530,1910-01-01,0.284
40187,2340,1910-01-01,0.21
40234,1676,1910-01-01,0.246
40288,7266,1910-01-01,0.144
40338,3273,1910-01-01,0.221
40380,1204,1910-01-01,0.366
40397,7559,1910-01-01,0.366
40427,5649,1910-01-01,0.154
40517,7536,1910-01-01,0.17
40527,8580,1910-01-01,0.19
40553,9719,1910-01-01,0.221
40607,7346,1910-01-01,0.192
40643,5580,1910-01-01,0.179
40667,8234,1910-01-01,0.273
40673,6849,1910-01-01,0.176
40707,1135,1910-01-01,0.212
40841,1785,1910-01-01,0.096
40869,5593,1910-01-01,0.121
40905,7194,1910-01-01,0.07
40932,3554,1910-01-01,0.054
40984,8749,1910-01-01,0.328
40990,1246,1910-01-01,0.0
41022,3680,1910-01-01,0.498
41072,4055,1910-01-01,0.121
41218,8978,1910-01-01,0.206
41270,2387,1910-01-01,0.242
41280,1335,1910-01-01,0.169
41363,7818,1910-01-01,0.303
41441,3649,1910-01-01,0.271
41478,6277,1920-01-01,0.383
41612,7229,1920-01-01,0.0
41668,184,1920-01-01,0.321
41685,8383,1920-01-01,0.265
41702,5228,1920-01-01,0.158
41705,7919,1920-01-01,0.337
41725,8545,1920-01-01,0.175
41836,4807,1920-01-01,0.0
42051,4980,1920-01-01,0.226
42115,6624,1920-01-01,0.253
42191,6090,1920-01-01,0.36
42398,8235,1920-01-01,0.35
42564,4191,1920-01-01,0.0
42574,4010,1920-01-01,0.39
42625,174,1920-01-01,0.075
42809,5570,1920-01-01,0.091
42818,4518,1920-01-01,0.344
42878,1320,1920-01-01,0.087
42981,4359,1920-01-01,0.246
42982,4222,1920-01-01,0.408
43007,5408,1920-01-01,0.0
43008,753,1920-01-01,0.0
43140,2602,1920-01-01,0.093
43271,757,1920-01-01,0.475
43382,5638,1920-01-01,0.069
43490,186,1920-01-01,0.091
43498,5806,1920-01-01,0.0
43713,6761,1920-01-01,0.369
43716,631,1920-01-01,0.237
43743,5349,1920-01-01,0.188
43757,5584,1920-01-01,0.186
43839,1705,1920-01-01,0.419
43945,4004,1920-01-01,0.269
43970,5563,1920-01-01,0.0
43984,5759,1920-01-01,0.136
44046,6520,1920-01-01,0.45
44110,1701,1920-01-01,0.465
44242,6976,1920-01-01,0.272
44243,4738,1920-01-01,0.276
44335,2816,1920-01-01,0.19
44412,7751,1920-01-01,0.0
44522,8655,1920-01-01,0.285
44527,8045,1920-01-01,0.206
44679,1330,1920-01-01,0.429
44827,5099,1920-01-01,0.2
44885,8914,1920-01-01,0.0
44897,1800,1920-01-01,0.147
44960,4816,1920-01-01,0.223
44966,3480,1920-01-01,0.286
45051,2662,1930-01-01,0.0
45215,6676,1930-01-01,0.245
45257,9384,1930-01-01,0.264
45290,2348,1930-01-01,0.234
45394,5217,1930-01-01,0.098
45630,3524,1930-01-01,0.0
45655,7463,1930-01-01,0.0
45672,2833,1930-01-01,0.046
45697,1924,1930-01-01,0.0
45769,881,1930-01-01,0.093
45775,4740,1930-01-01,0.368
45783,7491,1930-01-01,0.437
45913,7671,1930-01-01,0.58
45988,7280,1930-01-01,0.326
46051,4071,1930-01-01,0.0
46077,7015,1930-01-01,0.217
46128,5739,1930-01-01,0.284
46136,6317,1930-01-01,0.087
46184,2414,1930-01-01,0.0
46191,198,1930-01-01,0.23
46282,5454,1930-01-01,0.225
46361,7279,1930-01-01,0.273
46392,1412,1930-01-01,0.159
46446,8816,1930-01-01,0.241
46509,6895,1930-01-01,0.283
46608,9787,1930-01-01,0.327
46663,9445,1930-01-01,0.0
46676,5822,1930-01-01,0.0
46688,7344,1930-01-01,0.341
46768,4691,1930-01-01,0.0
46861,3138,1930-01-01,0.435
46897,8429,1930-01-01,0.192
46946,9249,1930-01-01,0.327
47040,5804,1930-01-01,0.0
47049,233,1930-01-01,0.0
47072,5839,1930-01-01,0.091
47198,1405,1930-01-01,0.186
47240,8511,1930-01-01,0.46
47244,522,1930-01-01,0.431
47283,1885,1930-01-01,0.18
47310,6186,1930-01-01,0.275
47461,7525,1930-01-01,0.221
47541,7672,1930-01-01,0.273
47564,7723,1930-01-01,0.296
47596,1272,1930-01-01,0.0
47616,7211,1930-01-01,0.185
47632,854,1930-01-01,0.535
47651,2946,1930-01-01,0.077
47730,8574,1930-01-01,0.211
47755,434,1930-01-01,0.114
47948,4091,1930-01-01,0.128
48056,9493,1930-01-01,0.18
48072,3952,1930-01-01,0.428
48219,5268,1930-01-01,0.302
48223,7628,1930-01-01,0.298
48235,8352,1930-01-01,0.184
48533,2888,1930-01-01,0.167
48556,3267,1930-01-01,0.205
48560,719,1930-01-01,0.213
48632,8741,1940-01-01,0.251
48704,5839,1940-01-01,0.412
48725,1442,1940-01-01,0.255
48750,7040,1940-01-01,0.0
49000,157,1940-01-01,0.0
49019,3296,1940-01-01,0.0
49147,9476,1940-01-01,0.0
49406,5495,1940-01-01,0.151
49447,3924,1940-01-01,0.163
49511,8884,1940-01-01,0.2
49585,6550,1940-01-01,0.0
49710,9143,1940-01-01,0.131
49752,3332,1940-01-01,0.0
49774,9331,1940-01-01,0.326
49860,6738,1940-01-01,0.213
49913,9771,1940-01-01,0.192
49996,6623,1940-01-01,0.252
50068,3227,1940-01-01,0.202
50094,6237,1940-01-01,0.213
50185,2717,1940-01-01,0.0
50205,1744,1940-01-01,0.224
50216,2935,1940-01-01,0.165
50317,5061,1940-01-01,0.0
50357,1028,1940-01-01,0.193
50667,3575,1940-01-01,0.0
50711,9164,1940-01-01,0.31
50813,773,1940-01-01,0.186
50863,1559,1940-01-01,0.195
50903,4500,1940-01-01,0.132
51175,4482,1940-01-01,0.238
51310,4347,1940-01-01,0.215
51452,9649,1940-01-01,0.242
51497,3087,1940-01-01,0.214
51843,9555,1940-01-01,0.406
51941,8145,1940-01-01,0.141
52003,4095,1940-01-01,0.231
52239,6975,1950-01-01,0.205
52311,7062,1950-01-01,0.229
52503,5445,1950-01-01,0.524
52537,2865,1950-01-01,0.381
52553,4291,1950-01-01,0.085
52567,3475,1950-01-01,0.2
52579,2748,1950-01-01,0.088
52611,2909,1950-01-01,0.2
52665,7186,1950-01-01,0.13
52678,2003,1950-01-01,0.204
52904,2236,1950-01-01,0.216
52923,6432,1950-01-01,0.13
52994,4294,1950-01-01,0.221
53087,4761,1950-01-01,0.259
53136,908,1950-01-01,0.204
53188,9332,1950-01-01,0.577
53318,167,1950-01-01,0.193
53338,26,1950-01-01,0.212
53467,3619,1950-01-01,0.364
53655,7963,1950-01-01,0.496
53678,5782,1950-01-01,0.0
53687,7414,1950-01-01,0.203
53731,6894,1950-01-01,0.284
53876,6076,1950-01-01,0.242
53988,2452,1950-01-01,0.257
54100,582,1950-01-01,0.131
54118,1898,1950-01-01,0.229
54123,3755,1950-01-01,0.232
54154,7706,1950-01-01,0.225
54179,1109,1950-01-01,0.0
54471,9842,1950-01-01,0.163
54525,7143,1950-01-01,0.455
54538,216,1950-01-01,0.349
54548,3675,1950-01-01,0.0
54600,9938,1950-01-01,0.073
54662,7853,1950-01-01,0.276
54751,7636,1950-01-01,0.203
54770,5639,1950-01-01,0.244
54784,2371,1950-01-01,0.0
54793,263,1950-01-01,0.119
55020,4623,1950-01-01,0.192
55172,4505,1950-01-01,0.307
55183,4520,1950-01-01,0.161
55199,3115,1950-01-01,0.249
55252,9398,1950-01-01,0.19
55399,2046,1950-01-01,0.2
55417,5063,1950-01-01,0.437
55517,7273,1950-01-01,0.185
55521,8702,1950-01-01,0.188
55525,6509,1950-01-01,0.302
55593,9120,1950-01-01,0.131
55617,3533,1950-01-01,0.116
55803,7392,1950-01-01,0.24
55804,3617,1950-01-01,0.228
55871,7813,1960-01-01,0.0
55895,5966,1960-01-01,0.283
55935,3947,1960-01-01,0.181
56003,1408,1960-01-01,0.0
56396,2225,1960-01-01,0.186
56398,7013,1960-01-01,0.0
56502,5741,1960-01-01,0.237
56913,9452,1960-01-01,0.146
56914,9186,1960-01-01,0.0
57009,796,1960-01-01,0.167
57102,6775,1960-01-01,0.0
57478,6782,1960-01-01,0.213
57513,6847,1960-01-01,0.257
57748,2821,1960-01-01,0.275
57751,7255,1960-01-01,0.448
58072,3534,1960-01-01,0.0
58252,9899,1960-01-01,0.235
58341,1589,1960-01-01,0.16
58409,9230,1960-01-01,0.0
58442,5962,1960-01-01,0.517
58641,5833,1960-01-01,0.0
58834,4587,1960-01-01,0.206
58902,3857,1960-01-01,0.437
58915,9139,1960-01-01,0.093
59111,7560,1960-01-01,0.0
59159,2059,1960-01-01,0.308
59218,1472,1960-01-01,0.0
59418,9829,1960-01-01,0.271
59425,9477,1960-01-01,0.0
59490,7018,1960-01-01,0.258
59559,9861,1960-01-01,0.296
60116,1384,1970-01-01,0.417
60293,1701,1970-01-01,0.205
60324,2945,1970-01-01,0.174
60357,8401,1970-01-01,0.222
60688,3108,1970-01-01,0.163
61163,3956,1970-01-01,0.227
61335,5419,1970-01-01,0.0
61584,570,1970-01-01,0.178
61835,440,1970-01-01,0.0
62160,1212,1970-01-01,0.22
62174,3305,1970-01-01,0.643
62205,68,1970-01-01,0.0
62257,8966,1970-01-01,0.366
62596,8887,1970-01-01,0.0
62802,5103,1970-01-01,0.03
62984,1724,1970-01-01,0.0
63075,9282,1970-01-01,0.0
63078,3733,1970-01-01,0.0
63134,2603,1970-01-01,0.398
63518,1148,1970-01-01,0.221
63591,6237,1980-01-01,0.0
63688,48,1980-01-01,0.108
63699,1507,1980-01-01,0.227
63984,172,1980-01-01,0.188
64115,2533,1980-01-01,0.281
64165,5244,1980-01-01,0.415
64223,4481,1980-01-01,0.288
64297,2932,1980-01-01,0.379
64417,4713,1980-01-01,0.183
64526,7759,1980-01-01,0.109
64565,7018,1980-01-01,0.268
64709,6338,1980-01-01,0.41
64768,1210,1980-01-01,0.126
65139,1719,1980-01-01,0.0
65148,5119,1980-01-01,0.318
65350,9025,1980-01-01,0.196
65481,7134,1980-01-01,0.0
65512,5528,1980-01-01,0.189
65824,2804,1980-01-01,0.0
65879,1467,1980-01-01,0.194
65918,4526,1980-01-01,0.187
66002,2285,1980-01-01,0.189
66096,9519,1980-01-01,0.231
66325,9936,1980-01-01,0.0
66365,2654,1980-01-01,0.524
66446,9392,1980-01-01,0.25
66575,5000,1980-01-01,0.202
66782,6273,1980-01-01,0.302
66834,5328,1980-01-01,0.264
66844,3146,1980-01-01,0.213
67044,2253,1980-01-01,0.136
67064,3473,1980-01-01,0.216
67069,8357,1980-01-01,0.357
67086,460,1980-01-01,0.178
67248,6508,1980-01-01,0.0
67410,902,1980-01-01,0.267
67428,1599,1980-01-01,0.0
67539,4797,1990-01-01,0.304
67706,4989,1990-01-01,0.231
67806,2552,1990-01-01,0.268
68178,2996,1990-01-01,0.442
68223,7967,1990-01-01,0.121
68243,6023,1990-01-01,0.143
68293,684,1990-01-01,0.188
68383,4576,1990-01-01,0.088
68706,5255,1990-01-01,0.0
68778,7168,1990-01-01,0.0
68864,6175,1990-01-01,0.0
69139,1321,1990-01-01,0.402
69190,2165,1990-01-01,0.462
69229,7446,1990-01-01,0.066
69347,595,1990-01-01,0.276
69424,6792,1990-01-01,0.159
69940,9562,1990-01-01,0.0
69954,8167,1990-01-01,0.226
69972,5911,1990-01-01,0.263
70073,5082,1990-01-01,0.178
70153,9953,1990-01-01,0.0
70486,5282,1990-01-01,0.143
70532,5523,1990-01-01,0.397
70554,1749,1990-01-01,0.226
70625,1730,1990-01-01,0.14
70627,5418,1990-01-01,0.302
70638,4712,1990-01-01,0.504
70667,7052,1990-01-01,0.247
70746,437,1990-01-01,0.238
70826,8146,1990-01-01,0.0
71014,3268,1990-01-01,0.223
71021,6783,1990-01-01,0.224
71137,3073,1990-01-01,0.207
71263,8624,1990-01-01,0.265
71367,4438,1990-01-01,0.0
71666,2140,2000-01-01,0.0
71811,7554,2000-01-01,0.0
72099,7640,2000-01-01,0.0
72228,5609,2000-01-01,0.041
72633,4386,2000-01-01,0.106
72637,3715,2000-01-01,0.126
72747,3427,2000-01-01,0.259
73049,8935,2000-01-01,0.288
73206,7684,2000-01-01,0.0
73238,4917,2000-01-01,0.0
73329,7812,2000-01-01,0.206
73334,2707,2000-01-01,0.0
73606,7570,2000-01-01,0.0
73742,9187,2000-01-01,0.0
73866,8977,2000-01-01,0.0
73978,1509,2000-01-01,0.381
74786,2085,2000-01-01,0.429
74825,8021,2000-01-01,0.134
74832,2463,2000-01-01,0.075
74866,1461,2000-01-01,0.0
75032,6768,2000-01-01,0.171
75415,7396,2000-01-01,0.0
75492,7443,2000-01-01,0.288
75576,4287,2000-01-01,0.202
75805,7436,2000-01-01,0.444
